Comment,Sentiment,Themes,Date,Score,Sentiment
"Great Bank. Excellent service helpful staff wish I had known about you before it was only through Martin Lewis,s web that I discovered yr service",0.68,"'atom : great bank' , 'customer service : good service' , 'customer service : helpful staff' , 'website : website'",17/01/2019,5,0.68
"So very easy to set up a new account. So very easy to set up a new account, not only was the online customer communication/help line brilliant, I was always kept fully informed as the process progressed. A huge thank you to everyone who work for ATOM, and a Fantastic interest rate too. One very happy customer.",0.93,"'ease of use : easy to set up an account' , 'customer service : call centre' , 'ease of use : easy to use' , 'overall experience : very happy' , 'interest rates : good interest rates'",17/01/2019,5,0.93
"Obviously was worried about using a new…. Obviously was worried about using a new bank... but the interest rates being offered on fixed term savings were just too good to ignore.  The setting up process is really smooth, security seems good and all seems to be running smoothly so far!",0.28,"'savings account : fixed term savings' , 'use the app : good security' , 'interest rates : interest rates'",17/01/2019,4,0.28
"Easy to set up. Easy to set up, great app. No problems so far.",0.9,"'ease of use : easy to setup' , 'app quality : great app'",17/01/2019,5,0.9
"Really easy to set up and use. Really easy to set up and use. Haven’t cashed out yet, so watch this space.",0.9,'ease of use : easy to setup',17/01/2019,5,0.9
Fast and really easy to use. Fast and really easy to use . Explained really well knew what was going to happen to my money,0.98,'ease of use : easy to use',17/01/2019,5,0.98
Excellent service    Easy to use  quick…. Excellent service    Easy to use  quick and efficient,0.98,"'ease of use : quick and efficient' , 'ease of use : service easy' , 'ease of use : easy to use' , 'customer service : good service'",17/01/2019,5,0.98
Very good interest rates compared to…. Very good interest rates compared to other savings account,0.65,"'savings account : savings account' , 'interest rates : good interest rates'",17/01/2019,5,0.65
So far so good :). So far so good :),0.93,'other',17/01/2019,5,0.93
"Atom Bank is great.. Atom Bank is great and very easy to work with. Their website is very clear. The savings rates they offer are excellent and if you are able to commit your savings to a fixed time frame (from as little as 3 months) then this is the bank for you! You open and then manage your account via the Atom app. You are taken through the stages of opening and then running your app in a clear and straightforward way. Atom have staff you can discuss any queries with by telephone and, when I have had a question to ask, they have been amazingly positive and helpful. I would highly recommend Atom Bank.",0.8,"'atom : recommend atom' , 'customer service : call centre' , 'ease of use : clear and easy' , 'ease of use : easy to use' , 'customer service : staff' , 'interest rates : savings rate' , 'website : website'",17/01/2019,5,0.8
Atom ease of application.. Quick and easy application so simple anyone can do it. Would recommend so far.,0.89,'app design : easy application',18/01/2019,4,0.89
Easiest and most convenient banking…. Easiest and most convenient banking I've dive for years. I wish they offered a greater range of products.,0.52,'atom : range of products',18/01/2019,5,0.52
"Simple and straightforward. Simple and straightforward. I am impressed by the face and voice recognition, which should make the app really safe. Also the calculations of monthly interest in bubbles, is very effective.",0.69,"'app design : aesthetics' , 'authentication : face recognition' , 'authentication : face and voice' , 'interest rates : monthly interest' , 'authentication : voice recognition'",18/01/2019,5,0.69
Good service sometimes difficult to get…. Good service sometimes difficult to get in via blinking app,0.04,'customer service : good service',19/01/2019,4,0.04
New customer. Up to now its been pain free to open and deposit and choose how to save Love the App.,0.63,'use the app : love the app',19/01/2019,4,0.63
"Really simple and easy to use. Really easy to use App, simple to open an account and then transfer money into it!",0.86,"'opening accounts : easy to open an account' , 'opening accounts : open an account' , 'app quality : app easy' , 'ease of use : easy to use' , 'customer activity : transfer money' , 'use the app : use the app'",21/01/2019,5,0.86
Straightforward. Straightforward. Works well on phone,0.3,'other',24/01/2019,4,0.3
"All Good. Great app, great rates and great staff. What’s not to like? Perfect.",0.94,"'interest rates : good interest rates' , 'app quality : great app' , 'customer service : staff'",24/01/2019,5,0.94
Looked for somewhere to invest. Looked for somewhere to invest. Found Atom. Checked credentials as it was new to me. All o.k..Will invest again when funds become available,0.26,'other',24/01/2019,5,0.26
Good interest rates and easy to use app. Good interest rates and easy to use app,0.78,"'ease of use : easy to use' , 'interest rates : good interest rates' , 'use the app : use the app'",24/01/2019,5,0.78
"Excellent site. Excellent site, easy to get information, prompt replies",0.94,'website : website',24/01/2019,4,0.94
"First class service.. First class service, so easy to set up!",0.93,'ease of use : easy to setup',24/01/2019,5,0.93
"So far. So far, so good.",0,'nothing',24/01/2019,5,0
"Happy Saver.. Have used Atom for two years and started another savings cycle. 
The interface with systems is very good and easy (once you get the hang of it). 
If you do have any problems then Help Desk are excellent.",0.79,"'ease of use : easy to use' , 'app design : interface'",24/01/2019,5,0.79
"Banking at it’s very best from start to…. Banking at it’s very best from start to finish .
Unable to find a negative",0.75,'start to finish : start to finish',24/01/2019,5,0.75
"Great for savings. Secure, transparent, quick and easy to use.  Competetive savings products.",0.87,'ease of use : easy to use',24/01/2019,5,0.87
Atom? Worth banking with.. Wasn't too sure about app based banking being a bit of a technophobe but pleasantly surprised. No problems setting up and easy to access. Thanks.,0.13,'ease of use : easy to access',24/01/2019,5,0.13
"Super helpful and easy to speak to…. Super helpful and easy to speak to someone to help with problems. Very modern access which takes some getting used to, particularly if you only log in once or twice a year.",0.27,'customer service : call centre',24/01/2019,4,0.27
"Great competitive rates eady to use app…. Great competitive rates eady to use app and a good time window for deposits.

Very happy",0.94,"'interest rates : competitive interest rates' , 'savings account : deposit window' , 'overall experience : very happy' , 'use the app : use the app'",24/01/2019,4,0.94
