Comment,Sentiment,Themes,Date,Store,LEGACY - App Version,Score,Response contains,LEGACY - Device,LEGACY - Andriod OS Version,LEGACY - Topics,LEGACY - Custom Topics,Sentiment
"APP doesnâ€™t work. App does not work after installing on new iPhone. It will not let me log in stating Iâ€™m entering incorrect details although Iâ€™m not. I called Atoms support and they said it looks like a connection issue as the app is busy with user logins and advised me to try to login later at night. Before advising this we walked through steps of deactivating iCloud and deleting then reinstalling the app, as apparently there is a known bug with new devices. Despite the walkthrough with tech support this still didnâ€™t work. To be told that I just had to wait and try logging in later was frustrating. For the subsequent logins to fail also, was more than frustrating. Lucky that my saver account matures soon...",-0.25,"'authentication : problems logging in' , 'account admin : saver account' , 'customer support : called helpline' , 'app functionality : doesn’t work' , 'app functionality : app fails' , 'authentication : logging in' , 'install : reinstall the app'",21/02/2018,iOS,2,1,"APP doesnâ€™t work. App does not work after installing on new iPhone. It will not let me log in stating Iâ€™m entering incorrect details although Iâ€™m not. I called Atoms support and they said it looks like a connection issue as the app is busy with user logins and advised me to try to login later at night. Before advising this we walked through steps of deactivating iCloud and deleting then reinstalling the app, as apparently there is a known bug with new devices. Despite the walkthrough with tech support this still didnâ€™t work. To be told that I just had to wait and try logging in later was frustrating. For the subsequent logins to fail also, was more than frustrating. Lucky that my saver account matures soon...",,,,,-0.25
"After a poor start...... After four failed attempts to register an ID, I have managed to sign up, with the necessary alternative security protocols (Pin, Face ID, and Voice Recognition). I now have a working savings account, with regular text updates received in the process. Simples! So, as far as a savings accounts go, Atom Bank deserves a revised upward rating.",0.12,"'account admin : atom account' , 'authentication : problems logging in' , 'account admin : savings account' , 'account admin : saver account' , 'authentication : face recognition' , 'authentication : voice recognition' , 'authentication : pin' , 'updates and versions : latest version'",22/02/2018,iOS,2,4,"After a poor start...... After four failed attempts to register an ID, I have managed to sign up, with the necessary alternative security protocols (Pin, Face ID, and Voice Recognition). I now have a working savings account, with regular text updates received in the process. Simples! So, as far as a savings accounts go, Atom Bank deserves a revised upward rating.",,,,,0.12
"Canâ€™t login and canâ€™t download updates!!!!. Tried to login and check my account for the last few days and the app tells me to download latest version. When I go to the App Store and try this i get a message that the item no longer exists??? No response to my email to support team. Very poor and worrying when I have a significant amount with this bank..,,,",-0.96,"'app quality : very poor' , 'customer support : customer service' , 'install : downloaded the app' , 'authentication : logging in' , 'access the app : app store' , 'updates and versions : latest version'",26/02/2018,iOS,2.0.1,1,"Canâ€™t login and canâ€™t download updates!!!!. Tried to login and check my account for the last few days and the app tells me to download latest version. When I go to the App Store and try this i get a message that the item no longer exists??? No response to my email to support team. Very poor and worrying when I have a significant amount with this bank..,,,",,,,,-0.96
Not available in App Store. Got a message to update the app but when I try to do it all I get is app unavailable??????,0.17,"'access the app : app store' , 'updates and versions : updated app' , 'updates and versions : latest version'",26/02/2018,iOS,2.0.1,1,Not available in App Store. Got a message to update the app but when I try to do it all I get is app unavailable??????,,,,,0.17
App will not update. Updated the App on Saturday 24th Feb and now I am unable to access my account.     Poor!,-0.23,"'app issues : problems accessing account' , 'updates and versions : updated app' , 'updates and versions : latest version'",26/02/2018,iOS,2,3,App will not update. Updated the App on Saturday 24th Feb and now I am unable to access my account.     Poor!,,,,,-0.23
Bad. The app ran okay on my iPhone 5s but itâ€™s been unreliable on my iPhone 6s running iOS 11. Latest problem I have is that after uninstalling the app and attempting to reinstall it the download is hanging around halfway through â˜¹ï¸�,-0.22,'install : uninstalled the app',26/02/2018,iOS,2.0.1,1,Bad. The app ran okay on my iPhone 5s but itâ€™s been unreliable on my iPhone 6s running iOS 11. Latest problem I have is that after uninstalling the app and attempting to reinstall it the download is hanging around halfway through â˜¹ï¸�,,,,,-0.22
App does not recognise home address. The app does not recognise my address for no apparent reason. This cannot be overridden according to the person on line -so I am unable to open the account as no human intervention is possible when clearly this is a bug in the app,-0.34,"'account admin : opening an account' , 'app functionality : app does not recognise'",26/02/2018,iOS,2.0.1,1,App does not recognise home address. The app does not recognise my address for no apparent reason. This cannot be overridden according to the person on line -so I am unable to open the account as no human intervention is possible when clearly this is a bug in the app,,,"Bugs, Security & Accounts",Usability EVALUATION,-0.34
Poor app.. Had a lot of problems with this app. Today app says I must update via Apple Store but I just cannot do so - doh!,-0.54,"'app quality : poor app' , 'app functionality : app fails' , 'updates and versions : updated app' , 'updates and versions : latest version'",26/02/2018,iOS,2,1,Poor app.. Had a lot of problems with this app. Today app says I must update via Apple Store but I just cannot do so - doh!,,,,,-0.54
Stopped working. App says go to the App Store for an update and the App Store says I have he latest version. So how do I access my bank account if the app is broken ?,0.06,"'account admin : bank account' , 'access the app : account in the app' , 'access the app : app store' , 'updates and versions : updated app' , 'app functionality : stopped working' , 'updates and versions : latest version'",26/02/2018,iOS,2,1,Stopped working. App says go to the App Store for an update and the App Store says I have he latest version. So how do I access my bank account if the app is broken ?,,,Performance,"Biometrics, Biometrics Copy",0.06
"?. 26/2/18 tells me to update, however I have the latest version- but cannot access the site? Delete and reinstall? Sighs",0.07,'updates and versions : latest version',26/02/2018,iOS,2,1,"?. 26/2/18 tells me to update, however I have the latest version- but cannot access the site? Delete and reinstall? Sighs",,,,,0.07
"Why. Been with Atom nearly two years. This app has been updated so many times and in all honesty I have noticed no difference. Why they need to constantly update it I have no idea it seems a waste of time and effort for something I hardly use, so youâ€™d think I notice the difference.",-0.7,"'updates and versions : updated app' , 'app quality : waste of time' , 'updates and versions : latest version'",27/02/2018,iOS,2.0.1,1,"Why. Been with Atom nearly two years. This app has been updated so many times and in all honesty I have noticed no difference. Why they need to constantly update it I have no idea it seems a waste of time and effort for something I hardly use, so youâ€™d think I notice the difference.",,,,,-0.7
